pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
novels-common:602,novels-common:602,,test,"towards midnight the sea suddenly resumed its usual color ; but behind us , even to the limits of the horizon , the sky reflected the whitened waves , and for a long time seemed impregnated with the vague glimmerings of an aurora borealis .","near midnight the sea suddenly resumed its usual hue , but behind us all the way to the horizon , the skies kept mirroring the whiteness of those waves and for a good while seemed imbued with the hazy glow of an aurora borealis .","towards midnight the sea suddenly resume it usual color ; but behind u , even to the limit of the horizon , the sky reflect the whitened wave , and for a long time seem impregnate with the vague glimmering of an aurora borealis .","near midnight the sea suddenly resume it usual hue , but behind u all the way to the horizon , the sky keep mirror the whiteness of those wave and for a good while seem imbue with the hazy glow of an aurora borealis .",0.5,44-44 1-1 2-2 3-3 4-4 5-5 6-6 7-7 19-17 20-18 21-19 22-20 23-21 40-40 41-41 42-42 43-43 10-10 11-11 12-12 29-29 30-30 31-31 15-16 36-36 37-37 34-34 35-35 24-23 27-28 38-38 25-24 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 15-13 15-14 15-15 16-13 16-14 16-15 17-13 17-14 17-15 19-17 20-18 21-19 22-20 23-21 25-24 27-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 36-36 37-37 38-38 39-39 40-40 41-41 42-42 43-43 44-44 ,18-16 24-23 26-25 ,{},{}
novels-common:313,novels-common:313,,test,"'' you wished to see , friend Ned ; well , you see now '' .","in wonderment , we leaned on our elbows before these show windows , and our stunned silence remained unbroken until Conseil said : '' you wanted to see something , Ned my friend ; well , now you have something to see ! ''","'' you wish to see , friend ned ; well , you see now '' .","in wonderment , we lean on our elbow before these show windows , and our stunned silence remain unbroken until conseil say : '' you want to see something , ned my friend ; well , now you have something to see ! ''",0.7297297297297297,15-42 8-33 9-34 10-35 0-23 1-24 3-26 4-27 2-25 6-32 7-30 12-41 14-43 ,{},{},{},0-23 1-24 2-25 3-26 4-27 5-29 6-32 7-30 8-33 9-34 10-35 11-37 12-41 13-36 14-43 15-42 ,{},{},{}
novels-common:327,novels-common:327,,test,'' oh ! then the gentleman is going on terra firma ? '' replied Ned Land .,'' but does this mean the old boy goes ashore ? '' Ned Land went on .,'' oh ! then the gentleman be go on terra firma ? '' reply ned land .,'' but do this mean the old boy go ashore ? '' ned land go on .,0.6521739130434783,16-16 7-14 8-15 11-10 12-11 14-12 15-13 0-0 ,{},{},{},0-0 4-5 5-6 5-7 6-8 7-8 8-9 9-9 10-9 11-10 12-11 14-12 15-13 16-16 ,13-14 13-15 ,{},{}
novels-common:1101,novels-common:1101,,test,'' yes ; but what is to be done ? '','' yes ! '' I said . '' but what can we do ? '','' yes ; but what be to be do ? '','' yes ! '' i say . '' but what can we do ? '',0.6,10-14 8-12 9-13 0-0 1-1 3-8 4-9 ,{},{},{},0-0 1-1 2-2 3-8 4-9 6-10 9-13 10-14 ,7-12 8-12 ,{},{}
novels-common:904,novels-common:904,,test,"'' they will be useless '' , he replied .","'' they will be useless to us '' , he replied .","'' they will be useless '' , he reply .","'' they will be useless to u '' , he reply .",0.18181818181818177,9-11 0-0 1-1 2-2 3-3 4-4 5-7 6-8 7-9 8-10 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-7 6-8 7-9 8-10 9-11 ,{},{},{}
novels-common:1172,novels-common:1172,,test,"'' what is to be done , Ned , since flight is impracticable just now ? ''","'' what can we do , Ned , since it is not feasible to escape right now ? ''","'' what be to be do , ned , since flight be impracticable just now ? ''","'' what can we do , ned , since it be not feasible to escape right now ? ''",0.5,16-18 5-4 6-5 7-6 8-7 9-8 14-16 15-17 0-0 1-1 10-14 ,{},{},{},0-0 1-1 6-5 7-6 8-7 9-8 11-10 12-11 12-12 13-15 14-16 15-17 16-18 ,2-2 2-3 3-2 3-3 4-2 4-3 5-4 10-14 ,{},{}
novels-common:298,novels-common:298,,test,"'' ask it , Professor '' .","'' ask , Professor '' .","'' ask it , professor '' .","'' ask , professor '' .",0.16666666666666663,6-5 3-2 4-3 5-4 0-0 1-1 ,{},{},{},0-0 1-1 3-2 4-3 5-4 6-5 ,{},{},{}
novels-common:728,novels-common:728,,test,"'' look well '' , said Ned '' , there , on the starboard beam , about the height of the lantern ! do you not see a mass which seems to move ? ''","'' take a good look '' , Ned went on . '' there , ahead to starboard , almost level with the beacon ! do not you see a mass that seems to be moving around ? ''","'' look well '' , say ned '' , there , on the starboard beam , about the height of the lantern ! do you not see a mass which seem to move ? ''","'' take a good look '' , ned go on . '' there , ahead to starboard , almost level with the beacon ! do not you see a mass that seem to be move around ? ''",0.5128205128205128,34-37 26-27 27-28 28-29 3-5 4-6 9-12 10-13 22-23 23-24 30-31 31-32 33-36 32-34 2-3 1-4 6-7 0-0 7-11 13-16 24-26 25-25 ,{},{},{},0-0 1-1 1-2 1-4 2-3 3-5 4-6 5-8 5-9 6-7 7-10 9-12 10-13 13-16 15-17 16-18 17-19 18-19 19-20 20-21 21-22 22-23 23-24 24-26 25-25 26-27 27-28 28-29 29-30 30-31 31-32 32-33 32-34 32-35 33-36 34-37 ,11-14 11-15 12-14 12-15 14-14 14-15 ,{},{}
novels-common:423,novels-common:423,,test,"'' it remains to be seen '' , I said , '' if these forests are full of game , and if the game is not such as will hunt the hunter himself '' .","'' it remains to be seen '' , I said , '' whether these forests do contain game , and if the types of game are not of such size that they can hunt the hunter '' .","'' it remain to be see '' , i say , '' if these forest be full of game , and if the game be not such a will hunt the hunter himself '' .","'' it remain to be see '' , i say , '' whether these forest do contain game , and if the type of game be not of such size that they can hunt the hunter '' .",0.36363636363636365,34-37 0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 18-17 19-18 20-19 21-20 22-21 23-24 24-25 25-26 29-33 30-34 31-35 13-13 14-14 17-23 33-36 15-15 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-16 16-16 17-16 18-17 19-18 20-19 21-20 22-21 23-24 24-25 25-26 26-28 27-30 28-32 29-33 30-34 31-35 33-36 34-37 ,32-35 ,{},{}
novels-common:324,novels-common:324,,test,"Captain Nemo , commander of the Nautilus .","Captain Nemo , commander of the Nautilus .","captain nemo , commander of the nautilus .","captain nemo , commander of the nautilus .",0.0,7-7 0-0 1-1 2-2 3-3 4-4 5-5 6-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 ,{},{},{}
novels-common:140,novels-common:140,,test,"at this moment a hard body struck me . I clung to it : then I felt that I was being drawn up , that I was brought to the surface of the water , that my chest collapsed -- I fainted .","just then something hard banged against me . I clung to it . then I felt myself being pulled upward , back to the surface of the water ; my chest caved in , and I fainted ...","at this moment a hard body strike me . i clung to it : then i felt that i be be draw up , that i be bring to the surface of the water , that my chest collapse -- i faint .","just then something hard bang against me . i clung to it . then i felt myself be pull upward , back to the surface of the water ; my chest cave in , and i faint ...",0.5909090909090908,7-6 8-7 9-8 10-9 11-10 12-11 28-22 29-23 30-24 31-25 32-26 33-27 14-13 15-14 16-15 36-29 37-30 40-35 41-36 21-18 26-17 38-31 4-3 ,{},{},{},0-1 1-1 2-1 4-3 6-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 18-16 20-17 21-18 22-19 23-20 28-22 29-23 30-24 31-25 32-26 33-27 34-28 36-29 37-30 38-31 38-32 40-35 41-36 42-37 ,3-2 39-33 ,{},{}
novels-common:1006,novels-common:1006,,test,"'' good , sir ! but do you forget that the Nautilus is armed with a powerful spur , and could we not send it diagonally against these fields of ice , which would open at the shocks '' .","'' my dear sir , have you forgotten that the Nautilus is armed with a fearsome spur ? could not it be launched diagonally against those tracts of ice , which would break open from the impact ? ''","'' good , sir ! but do you forget that the nautilus be arm with a powerful spur , and could we not send it diagonally against these field of ice , which would open at the shock '' .","'' my dear sir , have you forget that the nautilus be arm with a fearsome spur ? could not it be launch diagonally against those tract of ice , which would break open from the impact ? ''",0.5106382978723405,7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 29-27 30-28 31-29 32-30 33-31 25-23 26-24 17-16 37-36 36-35 34-33 0-0 3-3 20-18 38-38 ,{},{},{},0-0 3-3 4-4 7-6 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 20-18 22-19 24-20 25-23 26-24 27-25 28-26 29-27 30-28 31-29 32-30 33-31 34-32 34-33 35-34 36-35 37-36 38-38 ,6-5 6-7 8-5 8-7 23-21 23-22 39-37 ,{},{}
novels-common:264,novels-common:264,,test,"'' it is marvelous ! and I see , Captain , you were right to make use of this agent that takes the place of wind , water , and steam '' .","'' it 's marvelous '' , I replied , '' and I truly see , Captain , how right you are to use this force ; it 's sure to take the place of wind , water , and steam '' .","'' it be marvelous ! and i see , captain , you be right to make use of this agent that take the place of wind , water , and steam '' .","'' it 's marvelous '' , i reply , '' and i truly see , captain , how right you be to use this force ; it 's sure to take the place of wind , water , and steam '' .",0.33333333333333337,32-41 21-30 22-31 23-32 24-33 25-34 26-35 27-36 28-37 29-38 30-39 31-40 7-13 8-14 9-15 10-16 0-0 1-1 5-10 6-11 11-19 12-20 3-3 2-2 13-18 16-22 ,{},{},{},0-0 1-1 2-2 3-3 5-10 6-11 7-13 8-14 9-15 10-16 11-19 13-18 14-21 15-22 16-22 17-22 18-23 19-24 21-30 22-31 23-32 24-33 25-34 26-35 27-36 28-37 29-38 30-39 31-40 32-41 ,4-4 6-6 12-20 20-26 ,{},{}
novels-common:771,novels-common:771,,test,"'' what I have to tell you is very simple . we are in Europe ; and before Captain Nemo 's caprices drag us once more to the bottom of the polar seas , or lead us into Oceania , I ask to leave the Nautilus '' .","'' what I 've got to tell you is very simple '' , the Canadian replied . '' we are in Europe , and before Captain Nemo 's whims take us deep into the polar seas or back to Oceania , I say we should leave this Nautilus '' .","'' what i have to tell you be very simple . we be in europe ; and before captain nemo 's caprice drag u once more to the bottom of the polar sea , or lead u into oceania , i ask to leave the nautilus '' .","'' what i 've get to tell you be very simple '' , the canadian reply . '' we be in europe , and before captain nemo 's whim take u deep into the polar sea or back to oceania , i say we should leave this nautilus '' .",0.4285714285714286,47-49 4-5 5-6 6-7 7-8 8-9 9-10 16-23 17-24 18-25 19-26 20-27 11-18 12-19 13-20 14-21 0-0 1-1 2-2 30-33 31-34 32-35 38-39 39-40 40-41 45-47 46-48 43-45 21-28 23-30 3-3 ,{},{},{},0-0 1-1 2-2 2-3 2-4 3-2 3-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 11-18 12-19 13-20 14-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29 23-30 30-33 31-34 32-35 34-36 37-38 38-39 39-40 40-41 43-45 44-46 45-47 46-48 47-49 ,26-31 27-31 28-31 29-32 35-37 36-37 41-42 41-43 41-44 42-42 42-43 42-44 ,{},{}
novels-common:155,novels-common:155,,test,"well , no ! the blackish back that supported me was smooth , polished , without scales . the blow produced a metallic sound ; and , incredible though it may be , it seemed , I might say , as if it was made of riveted plates .","well , no . the blackish back supporting me was smooth and polished with no overlapping scales . on impact , it gave off a metallic sonority , and as incredible as this sounds , it seemed , I swear , to be made of riveted plates .","well , no ! the blackish back that support me be smooth , polished , without scale . the blow produce a metallic sound ; and , incredible though it may be , it seem , i might say , a if it be make of riveted plate .","well , no . the blackish back support me be smooth and polish with no overlap scale . on impact , it give off a metallic sonority , and as incredible a this sound , it seem , i swear , to be make of riveted plate .",0.5,48-47 43-42 44-43 45-44 46-45 47-46 32-34 33-35 34-36 35-37 36-38 8-7 9-8 10-9 11-10 0-0 1-1 2-2 4-4 5-5 6-6 17-3 16-16 21-24 22-25 13-12 23-33 27-30 25-28 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-7 9-8 10-9 11-10 13-12 15-13 15-14 16-16 17-17 19-19 19-21 20-22 20-23 21-24 22-25 23-26 24-27 25-28 27-30 29-32 30-33 31-33 32-34 33-35 34-36 35-37 36-38 39-40 42-21 44-43 45-44 46-45 47-46 48-47 ,12-11 28-31 37-39 38-39 42-41 42-42 43-41 43-42 ,{},{}
novels-common:1179,novels-common:1179,,test,'' that is all the more reason for you to go to see him '' .,'' all the more reason you should go look him up '' .,'' that be all the more reason for you to go to see him '' .,'' all the more reason you should go look him up '' .,0.47058823529411764,15-12 3-1 4-2 5-3 6-4 14-11 12-8 13-9 10-7 0-0 ,{},{},{},0-0 3-1 4-2 5-3 6-4 8-5 9-6 10-7 12-8 12-10 13-9 14-11 15-12 ,{},{},{}
novels-common:365,novels-common:365,,test,"in about an hour Captain Nemo gave the signal to halt ; I , for my part , was not sorry , and we stretched ourselves under an arbor of alariae , the long thin blades of which stood up like arrows .","near one o'clock , Captain Nemo gave the signal to halt . speaking for myself , I was glad to oblige , and we stretched out beneath an arbor of winged kelp , whose long thin tendrils stood up like arrows .","in about an hour captain nemo give the signal to halt ; i , for my part , be not sorry , and we stretch ourselves under an arbor of alariae , the long thin blade of which stand up like arrow .","near one o'clock , captain nemo give the signal to halt . speak for myself , i be glad to oblige , and we stretch out beneath an arbor of winged kelp , whose long thin tendril stand up like arrow .",0.52,42-41 4-4 5-5 6-6 7-7 8-8 9-9 10-10 38-37 39-38 40-39 41-40 21-21 22-22 23-23 24-24 27-27 28-28 29-29 33-34 34-35 ,{},{},{},1-0 4-4 5-5 6-6 7-7 8-8 9-9 10-10 12-16 13-15 14-12 14-13 14-14 15-12 15-13 15-14 16-12 16-13 16-14 18-17 19-18 20-18 21-21 22-22 23-23 24-24 24-25 26-26 27-27 28-28 29-29 30-30 30-31 31-32 33-34 34-35 36-33 37-33 38-37 39-38 40-39 41-40 42-41 ,0-1 0-2 2-1 2-2 3-1 3-2 35-36 ,{},{}
novels-common:977,novels-common:977,,test,'' and to what purpose ? '' replied Captain Nemo ; '' only to destroy ! we have nothing to do with the whale - oil on board '' .,'' hunt them ? what for ? '' Captain Nemo replied . '' simply to destroy them ? we have no use for whale oil on this ship '' .,'' and to what purpose ? '' reply captain nemo ; '' only to destroy ! we have nothing to do with the whale - oil on board '' .,'' hunt them ? what for ? '' captain nemo reply . '' simply to destroy them ? we have no use for whale oil on this ship '' .,0.5757575757575757,29-29 5-6 6-7 8-8 9-9 13-14 14-15 16-18 17-19 25-24 26-25 28-28 7-10 11-12 23-23 0-0 4-21 ,{},{},{},0-0 2-4 2-5 3-4 3-5 4-4 4-5 5-6 6-7 7-10 8-8 9-9 11-12 12-13 13-14 14-15 16-18 17-19 18-20 23-23 25-24 26-25 27-27 28-28 29-29 ,10-11 15-17 20-21 21-22 ,{},{}
novels-common:591,novels-common:591,,test,"at this moment nothing is clear to me ; I catch but a glimpse of light amidst all the darkness , and I must confine myself to writing as events shall dictate .","right now , nothing is clear to me , I still glimpse only glimmers in the dark , and I must limit my pen , as it were , to taking dictation from events .","at this moment nothing be clear to me ; i catch but a glimpse of light amidst all the darkness , and i must confine myself to write a event shall dictate .","right now , nothing be clear to me , i still glimpse only glimmer in the dark , and i must limit my pen , a it be , to take dictation from event .",0.6818181818181819,32-34 3-3 4-4 5-5 6-6 7-7 20-17 21-18 22-19 23-20 24-21 29-33 31-31 13-11 15-13 19-16 10-30 18-15 ,{},{},{},0-0 0-1 1-0 1-1 2-0 2-1 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-11 11-12 13-11 15-13 16-14 18-15 19-16 20-17 21-18 22-19 23-20 24-21 26-29 29-33 32-34 ,25-22 30-30 30-31 30-32 31-30 31-31 31-32 ,{},{}
novels-common:210,novels-common:210,,test,"'' we accept '' , I answered ; '' only I will ask your permission , sir , to address one question to you -- one only '' .","'' we accept '' , I replied . '' only , I will ask your permission , sir , to address a question to you , just one '' .","'' we accept '' , i answer ; '' only i will ask your permission , sir , to address one question to you -- one only '' .","'' we accept '' , i reply . '' only , i will ask your permission , sir , to address a question to you , just one '' .",0.26086956521739135,28-29 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 0-0 1-1 2-2 3-3 4-4 5-5 21-22 22-23 23-24 8-8 9-9 27-28 6-6 25-27 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-8 9-9 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 22-23 23-24 25-27 26-26 27-28 28-29 ,7-7 ,{},{}
novels-common:1088,novels-common:1088,,test,"'' as to suffocation , Captain '' , I replied , '' that is not to be feared , because our reservoirs are full '' .","'' as for asphyxiation , Captain '' , I replied , '' that is not a cause for alarm , because the air tanks are full '' .","'' a to suffocation , captain '' , i reply , '' that be not to be fear , because our reservoir be full '' .","'' a for asphyxiation , captain '' , i reply , '' that be not a cause for alarm , because the air tank be full '' .",0.5,25-27 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 22-24 23-25 24-26 0-0 1-1 18-19 19-20 3-3 21-23 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 18-19 19-20 21-22 21-23 22-24 23-25 24-26 25-27 ,15-15 15-16 15-17 16-15 16-16 16-17 17-18 20-21 ,{},{}
novels-common:811,novels-common:811,,test,whereupon he turned and left the saloon .,"and with that , Captain Nemo left the lounge .",whereupon he turn and leave the saloon .,"and with that , captain nemo leave the lounge .",0.7142857142857143,7-9 4-6 5-7 ,{},{},{},0-0 0-1 0-2 4-6 5-7 6-8 7-9 ,1-4 1-5 ,{},{}
novels-common:1022,novels-common:1022,,test,'' they are seals and morses '' .,'' they are seals and walruses '' .,'' they be seal and mors '' .,'' they be seal and walrus '' .,0.25,7-7 0-0 1-1 2-2 3-3 4-4 6-6 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 ,{},{},{}
novels-common:451,novels-common:451,,test,"after some minutes , the part of the fruits that was exposed to the fire was completely roasted . the interior looked like a white pasty , a sort of soft crumb , the flavor of which was like that of an artichoke .","after a few minutes , the parts of the fruit exposed to the fire were completely toasted . on the inside there appeared some white pasta , a sort of soft bread center whose flavor reminded me of artichoke .","after some minute , the part of the fruit that be expose to the fire be completely roast . the interior look like a white pasty , a sort of soft crumb , the flavor of which be like that of an artichoke .","after a few minute , the part of the fruit expose to the fire be completely toast . on the inside there appear some white pasta , a sort of soft bread center whose flavor remind me of artichoke .",0.5121951219512195,43-39 2-3 3-4 4-5 5-6 6-7 7-8 8-9 11-10 12-11 13-12 14-13 15-14 16-15 26-26 27-27 28-28 29-29 30-30 42-38 21-22 24-24 20-20 34-34 0-0 40-37 1-2 19-19 ,{},{},{},0-0 1-2 2-3 3-4 4-5 5-6 6-7 7-8 8-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 19-19 20-20 21-22 24-24 26-26 27-27 28-28 29-29 30-30 31-31 31-32 33-33 34-34 35-33 36-33 37-35 38-35 39-35 40-37 42-38 43-39 ,23-23 25-25 ,{},{}
novels-common:770,novels-common:770,,test,"'' now , Ned , we listen ; what have you to tell us ? ''","'' now , Ned , we are all ears '' , I said . '' what have you to tell us ? ''","'' now , ned , we listen ; what have you to tell u ? ''","'' now , ned , we be all ear '' , i say . '' what have you to tell u ? ''",0.4,15-22 8-15 9-16 10-17 11-18 12-19 13-20 14-21 0-0 1-1 2-2 3-3 4-4 5-5 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 6-7 6-8 7-10 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 ,{},{},{}
novels-common:958,novels-common:958,,test,"'' in that case , as I have never fished in these seas , I do not know the kind of whale frequenting them ! ''","'' which means '' , the Canadian went on , '' since I 've never fished these waterways , I do not know the whales that frequent them ? ''","'' in that case , a i have never fish in these sea , i do not know the kind of whale frequent them ! ''","'' which mean '' , the canadian go on , '' since i 've never fish these waterway , i do not know the whale that frequent them ? ''",0.5483870967741935,25-29 13-18 14-19 15-20 16-21 17-22 18-23 8-14 9-15 22-26 23-27 21-24 0-0 7-13 ,{},{},{},0-0 1-1 1-2 2-1 2-2 3-1 3-2 5-11 6-12 7-13 8-14 9-15 11-16 12-17 13-18 14-19 15-20 16-21 17-22 18-23 21-24 22-26 23-27 25-29 ,24-28 ,{},{}
novels-common:624,novels-common:624,,test,"'' yes , mussels of certain waters in Scotland , Wales , Ireland , Saxony , Bohemia , and France '' .","'' yes ! the mussels of certain streams in Scotland , Wales , Ireland , Saxony , Bohemia , and France '' .","'' yes , mussel of certain water in scotland , wale , ireland , saxony , bohemia , and france '' .","'' yes ! the mussel of certain stream in scotland , wale , ireland , saxony , bohemia , and france '' .",0.21052631578947367,21-22 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 3-4 4-5 5-6 0-0 1-1 ,{},{},{},0-0 1-1 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 19-20 20-21 21-22 ,{},{},{}
novels-common:920,novels-common:920,,test,'' and we shall see your companions at work ? '','' and will we see your companions at work ? '','' and we shall see your companion at work ? '','' and will we see your companion at work ? '',0.18181818181818177,10-10 4-4 5-5 6-6 7-7 8-8 9-9 0-0 1-1 ,{},{},{},0-0 1-1 2-3 3-2 4-4 5-5 6-6 7-7 8-8 9-9 10-10 ,{},{},{}
novels-common:77,novels-common:77,,test,"'' often , sir ; but never such whales the sight of which brought me in two thousand dollars . if I can only approach within four harpoons ' length of it ! ''","'' often , sir , but never a whale like this , whose sighting earned me $ 2,000.00 '' .","'' often , sir ; but never such whale the sight of which bring me in two thousand dollar . if i can only approach within four harpoon ' length of it ! ''","'' often , sir , but never a whale like this , whose sighting earn me $ 2,000.00 '' .",0.775,32-19 0-0 1-1 2-2 3-3 5-5 6-6 8-8 10-13 14-15 33-18 18-16 7-10 ,{},{},{},0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-9 7-10 8-8 10-13 11-12 12-12 13-14 14-15 16-17 17-17 18-16 19-19 33-18 ,{},{},{}
novels-common:1235,novels-common:1235,,test,"'' yes , Ned , yes . we will fly to-night , even if the sea should swallow us up . ''","'' yes , Ned ! we will escape tonight even if the sea swallows us up ! ''","'' yes , ned , yes . we will fly to-night , even if the sea should swallow u up . ''","'' yes , ned ! we will escape tonight even if the sea swallow u up ! ''",0.35,21-17 0-0 1-1 2-2 3-3 12-9 13-10 14-11 15-12 17-13 18-14 19-15 7-5 8-6 10-8 ,{},{},{},0-0 1-1 2-2 3-3 6-4 7-5 8-6 9-7 10-8 12-9 13-10 14-11 15-12 17-13 18-14 19-15 20-16 21-17 ,{},{},{}
novels-common:651,novels-common:651,,test,'' then please to follow me '' .,'' kindly follow me '' .,'' then please to follow me '' .,'' kindly follow me '' .,0.5,7-5 4-2 5-3 6-4 2-1 0-0 ,{},{},{},0-0 2-1 4-2 5-3 6-4 7-5 ,{},{},{}
novels-common:584,novels-common:584,,test,"'' Professor , will it be convenient to you to make a submarine excursion to-day ? ''","'' Professor '' , he said to me , '' would it be convenient for you to make an underwater excursion today ? ''","'' professor , will it be convenient to you to make a submarine excursion to-day ? ''","'' professor '' , he say to me , '' would it be convenient for you to make an underwater excursion today ? ''",0.5217391304347826,16-23 4-11 5-12 6-13 8-15 9-16 10-17 0-0 1-1 15-22 13-20 14-21 12-19 11-18 ,{},{},{},0-0 1-1 2-2 3-10 4-11 5-12 6-13 7-14 8-15 9-16 10-17 11-18 12-19 13-20 14-21 15-22 16-23 ,{},{},{}
novels-common:850,novels-common:850,,test,"'' then '' , said Conseil , '' we shall have time to finish our journey -- that is , if Ned Land does not interfere with it '' .","'' then we have ample time to finish our voyage '' , Conseil replied , '' if Ned Land does not mess things up ! ''","'' then '' , say conseil , '' we shall have time to finish our journey -- that be , if ned land do not interfere with it '' .","'' then we have ample time to finish our voyage '' , conseil reply , '' if ned land do not mess thing up ! ''",0.53125,29-24 20-16 21-17 22-18 23-19 24-20 11-5 12-6 13-7 14-8 0-0 1-1 2-10 3-11 6-14 7-15 15-9 5-12 28-25 10-3 ,{},{},{},0-0 1-1 2-10 3-11 4-13 5-12 6-14 7-15 8-2 11-5 12-6 13-7 14-8 15-9 20-16 21-17 22-18 23-19 24-20 27-22 28-25 29-24 ,9-3 10-3 25-21 25-23 26-21 26-23 ,{},{}
novels-common:657,novels-common:657,,test,one last question remained to ask of Captain Nemo .,I had one question left to address to Captain Nemo .,one last question remain to ask of captain nemo .,i have one question leave to address to captain nemo .,0.5714285714285714,9-10 7-8 8-9 2-3 0-2 ,{},{},{},0-2 2-3 3-4 4-5 5-6 7-8 8-9 9-10 ,6-7 ,{},{}
novels-common:567,novels-common:567,,test,"my answer had evidently satisfied the captain . but , not knowing what he would say next , I waited for other questions , reserving my answers according to circumstances .","my reply obviously pleased Captain Nemo . but not knowing what he was driving at , I waited for further questions , ready to reply as circumstances dictated .","my answer have evidently satisfy the captain . but , not know what he would say next , i wait for other question , reserve my answer accord to circumstance .","my reply obviously pleased captain nemo . but not know what he be drive at , i wait for further question , ready to reply a circumstance dictate .",0.5945945945945945,30-28 10-8 11-9 12-10 13-11 17-15 18-16 19-17 20-18 7-6 8-7 22-20 23-21 1-1 0-0 3-2 6-4 29-26 26-24 21-19 ,{},{},{},0-0 1-1 2-3 3-2 4-3 5-4 5-5 6-4 6-5 7-6 8-7 10-8 11-9 12-10 13-11 17-15 18-16 19-17 20-18 21-19 22-20 23-21 27-25 27-27 28-25 28-27 29-26 30-28 ,14-12 14-13 14-14 15-12 15-13 15-14 26-24 ,{},{}
novels-common:662,novels-common:662,,test,"I wanted to go to the Captain 's assistance , but , nailed to the spot with horror , I could not stir .","I wanted to run to the captain 's rescue . but I was transfixed with horror , unable to move .","i want to go to the captain 's assistance , but , nail to the spot with horror , i could not stir .","i want to run to the captain 's rescue . but i be transfix with horror , unable to move .",0.5416666666666667,23-20 4-4 5-5 6-6 7-7 0-0 1-1 2-2 16-14 17-15 18-16 3-3 ,{},{},{},0-0 1-1 2-2 4-4 5-5 6-6 7-7 9-9 10-10 12-13 13-13 14-13 15-13 16-14 17-15 18-16 19-11 22-19 23-20 ,3-3 8-8 20-17 21-17 ,{},{}
novels-common:664,novels-common:664,,test,"at a sign from the Captain we regained the bank , and , following the road already traversed , came in about half an hour to the anchor which held the canoe of the Nautilus to the earth .","at the captain 's signal we returned to the bank of shellfish , and retracing our steps , we walked for half an hour until we encountered the anchor connecting the seafloor with the Nautilus 's skiff .","at a sign from the captain we regain the bank , and , follow the road already traverse , come in about half an hour to the anchor which hold the canoe of the nautilus to the earth .","at the captain 's signal we return to the bank of shellfish , and retrace our step , we walk for half an hour until we encounter the anchor connect the seafloor with the nautilus 's skiff .",0.6666666666666667,38-37 22-21 23-22 24-23 4-1 5-2 25-7 26-8 9-9 10-12 11-13 27-28 33-33 34-34 2-4 31-36 0-0 ,{},{},{},0-0 1-3 2-4 3-3 4-1 5-2 6-5 7-6 7-7 8-8 9-9 10-12 11-13 13-14 13-15 13-16 14-14 14-15 14-16 15-14 15-15 15-16 16-14 16-15 16-16 17-14 17-15 17-16 19-26 22-21 23-22 24-23 25-26 26-27 27-28 29-29 30-30 30-35 31-36 32-35 33-33 34-34 36-30 37-31 38-37 ,6-18 ,{},{}
