HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.pairID,Input.documentID,Input.segmentID,Input.hitType,Input.source,Input.target,Input.sourceLemmatized,Input.targetLemmatized,Input.jaccardDistance,Input.lengthDifference,Input.sureAlignments,Input.possAlignments,Input.sourceHighlights,Input.targetHighlights,Input.answerSureAlignments,Input.answerPossAlignments,Input.answerSourceHighlights,Input.answerTargetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights,Approve,Reject
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:675,,,test,Yunnan Gardens is developed by Fujian Guild Hall . the project has 313 residential units with lots .,"Yunnan Gardens , having 313 units of residential project with land ownership , was developed from Fujian Assembly Hall .",yunnan garden be develop by fujian guild hall . the project have 313 residential unit with lot .,"yunnan garden , have 313 unit of residential project with land ownership , be develop from fujian assembly hall .",0.4347826086956522,2,,,,,0-0 1-1 4-15 5-16 6-17 7-18 11-3 12-4 13-7 14-5 15-9 17-19 ,2-13 2-14 3-13 3-14 ,,,,,,9-0 9-1 10-0 10-1 ,,,,0-0 1-1 3-14 4-15 5-16 6-17 7-18 11-3 12-4 13-7 14-5 15-9 16-10 17-19 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:566,,,test,this is the first representative office of Netherland Council for Promotion of Trade set up in China .,this is the first representative office of Netherland Council for Promotion of Trade set up in China .,this be the first representative office of netherland council for promotion of trade set up in china .,this be the first representative office of netherland council for promotion of trade set up in china .,0.0,0,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:505,,,test,"Xinhua news agency , Wenzhou , 1 September , by Hu Hongwei , Xie Yuting according to the news from the flood-and-drought-control headquarters of Wenzhou , the city were trying their best to step up repairing the irrigation works damaged by No. 17 typhoon .","Xinhua news agency wire Wenzhou , Sept. 1 -lrb- Hu Hongwei reporting with correspondent Xie Yunting -rrb- : from Wenzhou 's flood and drought prevention headquarters comes the report that the city is expending great effort to make urgent repairs to hydro-power equipment damaged in typhoon No. 17 .","xinhua news agency , wenzhou , 1 september , by hu hongwei , xie yuting accord to the news from the flood-and-drought-control headquarters of wenzhou , the city be try their best to step up repair the irrigation work damage by no . 17 typhoon .","xinhua news agency wire wenzhou , sept. 1 -lrb- hu hongwei report with correspondent xie yunting -rrb- : from wenzhou 's flood and drought prevention headquarters come the report that the city be expend great effort to make urgent repair to hydro-power equipment damage in typhoon no . 17 .",0.6379310344827587,4,,,,,0-0 1-1 2-2 4-4 5-5 6-7 7-6 10-9 11-10 13-14 14-15 19-18 20-20 21-21 21-22 21-23 21-24 22-25 23-20 24-19 26-30 27-31 32-36 35-37 35-39 35-40 38-42 39-43 40-44 41-46 42-47 43-45 44-48 ,15-26 15-27 15-28 16-26 16-27 16-28 17-26 17-27 17-28 18-26 18-27 18-28 28-32 28-33 28-34 28-35 29-32 29-33 29-34 29-35 30-32 30-33 30-34 30-35 31-32 31-33 31-34 31-35 37-41 ,,,,,,15-26 15-27 15-28 15-29 16-26 16-27 16-28 16-29 17-26 17-27 17-28 17-29 18-26 18-27 18-28 18-29 28-32 37-41 37-42 38-41 38-42 ,,,,0-0 1-1 2-2 4-4 5-5 6-7 7-6 10-9 11-10 13-14 14-15 19-18 20-20 21-21 21-22 21-23 21-24 22-25 23-20 24-19 26-30 27-31 29-33 29-34 29-35 30-33 30-34 30-35 31-33 31-34 31-35 32-36 33-37 33-38 33-39 34-37 34-38 34-39 35-37 35-38 35-39 39-43 40-44 41-46 42-47 43-45 44-48 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:657,,,test,El Nino and La Nina are the results of significant changes in sea surface temperature in East tropical Pacific .,both El Nino and La Nina resulted from a substantial change in surface water temperature in the tropical eastern Pacific Ocean .,el nino and la nina be the result of significant change in sea surface temperature in east tropical pacific .,both el nino and la nina result from a substantial change in surface water temperature in the tropical eastern pacific ocean .,0.46153846153846156,2,,,,,0-1 1-2 2-3 3-4 4-5 5-6 5-7 6-6 6-7 7-6 7-7 8-6 8-7 9-9 10-10 11-11 13-12 14-14 15-15 16-18 17-17 18-19 19-21 ,12-13 ,,,,,,5-6 6-6 7-6 ,,,,0-1 1-2 2-3 3-4 4-5 8-7 9-9 10-10 11-11 12-13 13-12 14-14 15-15 16-18 17-17 18-19 18-20 19-21 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:560,,,test,he said that the 83-year-old woman was frightened and received treatment at a hospital nearby .,"he said , that 83 years old woman was sent to a nearby hospital due to over frightening .",he say that the 83-year-old woman be frighten and receive treatment at a hospital nearby .,"he say , that 83 year old woman be send to a nearby hospital due to over frightening .",0.64,3,,,,,0-0 1-1 2-3 4-4 4-5 4-6 5-7 6-8 12-11 13-13 14-12 15-18 ,7-17 9-9 9-10 10-9 10-10 11-9 11-10 ,,,,,,7-17 9-8 9-9 10-8 10-9 11-10 ,,,,0-0 1-1 2-3 4-4 4-5 4-6 5-7 12-11 13-13 14-12 15-18 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:628,,,test,172 individuals and 14 institutes have been awarded the prize since its introduction in 1958 .,"since the inception of the prize in 1958 , a total of 172 individuals and 14 institutions have won the prize .",172 individual and 14 institute have be award the prize since it introduction in 1958 .,"since the inception of the prize in 1958 , a total of 172 individual and 14 institution have win the prize .",0.5217391304347826,6,,,,,0-12 1-13 2-14 3-15 4-16 5-17 5-18 6-17 6-18 7-17 7-18 8-19 9-20 10-0 12-2 13-6 14-7 15-21 ,11-3 11-4 11-5 ,,,,,,4-16 8-4 9-5 11-1 11-3 ,,,,0-12 1-13 2-14 3-15 5-17 6-18 7-18 8-19 9-20 10-0 12-2 13-6 14-7 15-21 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:553,,,test,the prosecutor from the Republic Party of the House of Representatives hoped to summon 15 people including Lewinsky to appear in court and testify .,the plaintiff of the Republicans in the House of Representatives hoped to summon 15 people including Levinsky to testify in court .,the prosecutor from the republic party of the house of representative hop to summon 15 people include lewinsky to appear in court and testify .,the plaintiff of the republican in the house of representative hop to summon 15 people include levinsky to testify in court .,0.41666666666666663,3,,,,,0-0 1-1 2-2 3-3 4-4 5-4 6-5 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 20-19 21-20 23-18 24-21 ,{},,,,,,2-2 6-5 ,,,,0-0 1-1 3-3 4-4 5-4 7-6 8-7 9-8 10-9 11-10 12-11 13-12 14-13 15-14 16-15 17-16 18-17 20-19 21-20 23-18 24-21 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:539,,,test,"'' when I got the notice , I really wanted to jump up '' , said Ding Hao , though he was not actually able to express his excitement by jumping .","'' when I received the admission notice , I really wanted to jump up with joy '' , Ding Hao said , but he could not express his excitement by '' jumping '' .","'' when i get the notice , i really want to jump up '' , say ding hao , though he be not actually able to express his excitement by jump .","'' when i receive the admission notice , i really want to jump up with joy '' , ding hao say , but he could not express his excitement by '' jumping '' .",0.36363636363636365,2,,,,,0-0 1-1 2-2 3-3 4-4 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-16 14-17 15-20 16-18 17-19 18-21 19-22 20-23 21-24 22-25 24-24 25-24 26-26 27-27 28-28 29-29 30-31 31-33 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-16 14-17 15-20 16-18 17-19 18-21 19-22 20-23 21-24 22-25 24-24 25-24 26-26 27-27 28-28 29-29 30-31 31-33 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:655,,,test,"the three corpses were air freighted to Mashhad , Iran . last month , the dead bodies of another six Iranians killed in Mazar-e-Sharif were also shipped there .",the three dead bodies were sent back to Iran 's city Masahada in an airplane . last month there were six Iranian bodies also sent back to Masahada that were killed in Masalisalifu .,"the three corps be air freight to mashhad , iran . last month , the dead body of another six iranian kill in mazar-e-sharif be also ship there .",the three dead body be send back to iran 's city masahada in an airplane . last month there be six iranian body also send back to masahada that be kill in masalisalifu .,0.5294117647058824,5,,,,,0-0 1-1 2-2 2-3 3-4 4-12 4-13 4-14 5-12 5-13 5-14 6-7 7-11 9-8 10-15 11-16 12-17 16-22 19-20 21-30 22-31 25-23 26-24 26-25 28-33 ,4-5 4-6 5-5 5-6 20-21 23-32 27-26 27-27 ,,,,,,{},,,,0-0 1-1 2-2 2-3 3-4 4-5 4-12 4-13 4-14 5-5 5-12 5-13 5-14 6-7 7-11 9-8 10-15 11-16 12-17 16-22 19-20 20-21 21-30 22-31 23-32 25-23 26-24 27-27 28-33 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:638,,,test,all the equipments will be produced and installed within this year .,all equipment needed for the project will be produced and installed completely within this year .,all the equipment will be produce and instal within this year .,all equipment need for the project will be produce and instal completely within this year .,0.25,4,,,,,0-0 2-1 3-6 4-7 5-8 6-9 7-10 8-12 9-13 10-14 11-15 ,{},,,,,,{},,,,0-0 2-1 3-6 4-7 5-8 6-9 7-10 8-12 9-13 10-14 11-15 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:525,,,test,"vice president of Central Military Commission , Liu Huaqing , members of military commission , Zhang Wannian , Yu Yongbo , Fu Quanyou and other leaders of three headquarters of Liberation Army and Military Commission office attended the meeting .","Liu hauqing , the vice chairman of the Military Bureau of the Central Committee of the CPC , and other committee members Zhong Wangnian , Yu Yongbo , Fu Quanyou also attended the event .","vice president of central military commission , liu huaqing , member of military commission , zhang wannian , yu yongbo , fu quanyou and other leader of three headquarters of liberation army and military commission office attend the meeting .","liu hauqing , the vice chairman of the military bureau of the central committee of the cpc , and other committee member zhong wangnian , yu yongbo , fu quanyou also attend the event .",0.5675675675675675,5,,,,,0-4 2-6 3-12 4-8 5-13 7-0 8-1 9-2 10-21 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29 34-13 36-31 37-32 38-33 39-34 ,1-5 13-20 33-8 ,,,,,,{},,,,0-4 1-5 2-6 3-12 4-8 5-13 7-0 8-1 9-2 10-21 13-20 15-22 16-23 17-24 18-25 19-26 20-27 21-28 22-29 23-18 24-19 36-31 37-32 38-33 39-34 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:654,,,test,"at the press conference , a reporter asked Tang Jiaxuan about the biggest barriers for the Sino-American relationship as strategic partners . Tang Jiaxuan said :","at the press conference , a reporter asked Tang Jiaxuan what the greatest impediment to the current strategic partnership between China and the U.S. was . Tang Jiaxuan answered as follows :","at the press conference , a reporter ask tang jiaxuan about the big barrier for the sino-american relationship a strategic partner . tang jiaxuan say :","at the press conference , a reporter ask tang jiaxuan what the great impediment to the current strategic partnership between china and the u.s. be . tang jiaxuan answer a follow :",0.6176470588235294,6,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-11 12-12 13-13 14-14 15-15 17-18 19-17 21-25 22-26 23-27 24-28 24-29 24-30 25-31 ,10-10 10-24 16-19 16-20 16-21 16-22 16-23 ,,,,,,10-10 14-14 24-28 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 11-11 12-12 13-13 15-15 16-19 16-20 16-21 16-22 16-23 17-18 18-18 19-17 20-18 21-25 22-26 23-27 25-31 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:586,,,test,Korean officers said that the latest accident to happen was a war game gone wrong at dawn yesterday . a piece of a candle bomb shell went through two walls of an old woman 's house .,Korean officials said that the latest accident was that a military exercise went wrong at dawn yesterday : the case of a star shell broke through two walls of an old woman 's house .,korean officer say that the late accident to happen be a war game go wrong at dawn yesterday . a piece of a candle bomb shell go through two wall of an old woman 's house .,korean official say that the late accident be that a military exercise go wrong at dawn yesterday : the case of a star shell break through two wall of an old woman 's house .,0.3846153846153846,2,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 9-7 10-9 14-13 15-14 16-15 17-16 18-17 20-19 21-20 22-21 23-22 24-22 25-23 26-24 27-25 28-26 29-27 30-28 31-29 32-30 33-31 34-32 35-33 36-34 ,11-10 12-11 13-12 19-18 ,,,,,,13-12 19-18 23-22 ,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 9-7 10-9 11-10 11-11 12-10 12-11 14-13 15-14 16-15 17-16 20-19 21-20 22-21 24-23 25-23 26-24 27-25 28-26 29-27 30-28 31-29 32-30 33-31 34-32 35-33 36-34 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:602,,,test,"meanwhile , in Chinatown area of Jakarta , capital city of Indonesia , the Chinese and local Indians stand side by side to protect their houses .","at the same time , in Chinatown , Jakarta , the capital of Indonesia , Chinese people and the native Indonesians fought together to protect their homes .","meanwhile , in chinatown area of jakarta , capital city of indonesia , the chinese and local indian stand side by side to protect their house .","at the same time , in chinatown , jakarta , the capital of indonesia , chinese people and the native indonesian fight together to protect their home .",0.5625,1,,,,,0-0 0-1 0-2 0-3 1-4 2-5 3-6 6-8 7-9 8-11 10-12 11-13 12-14 14-15 15-17 16-19 22-23 23-24 24-25 25-26 26-27 ,17-20 18-21 18-22 19-21 19-22 20-21 20-22 21-21 21-22 ,,,,,,17-20 18-21 ,,,,0-0 0-1 0-2 0-3 1-4 2-5 3-6 6-8 7-9 8-11 9-11 10-12 11-13 12-14 14-15 14-16 15-17 16-19 19-22 20-22 21-22 22-23 23-24 24-25 25-26 26-27 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:528,,,test,French Foreign Affairs Minister Jupet also indicated clearly last week that the '' prerequisite of lifting the arms embargo is that France withdraws its blue-helmet troops and all the United Nations peace-keeping troops withdraw from the region '' .,French Foreign Minister Jupe explicitly indicated last week that the lifting of sanctions shall be '' conditioned upon the withdrawal of French Blue-Beret troops and all UN peace-keeping army '' .,french foreign affair minister jupet also indicate clearly last week that the '' prerequisite of lift the arm embargo be that france withdraw it blue-helmet troop and all the united nation peace-keeping troop withdraw from the region '' .,french foreign minister jupe explicitly indicate last week that the lifting of sanction shall be '' condition upon the withdrawal of french blue-beret troop and all un peace-keeping army '' .,0.627906976744186,8,,,,,0-0 1-1 2-1 3-2 6-5 7-4 8-6 9-7 10-8 11-9 12-15 15-10 18-12 24-22 25-23 26-24 27-25 29-26 30-26 31-27 32-28 37-29 38-30 ,4-3 13-16 13-17 19-13 19-14 21-21 22-19 33-19 ,,,,,,17-12 18-12 19-13 19-14 21-21 22-19 33-19 ,,,,0-0 1-1 3-2 4-3 6-5 7-4 8-6 9-7 10-8 12-15 13-16 15-10 24-22 25-23 26-24 27-25 29-26 30-26 31-27 32-28 37-29 38-30 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:690,,,test,"in some road-blocked area , the local dwellers dispelled groups of strangers with their big wooden sticks .","at some places where blockade was established , the local residents carried big sticks to disperse groups of strangers .","in some road-blocked area , the local dweller dispel group of stranger with their big wooden stick .","at some place where blockade be establish , the local resident carry big stick to disperse group of stranger .",0.6428571428571428,2,,,,,0-0 1-1 4-7 5-8 6-9 7-10 8-15 9-16 10-17 11-18 14-12 16-13 17-19 ,2-3 2-4 2-5 2-6 3-2 ,,,,,,0-0 8-15 ,,,,1-1 2-4 2-5 2-6 3-2 4-7 5-8 6-9 7-10 9-16 10-17 11-18 14-12 16-13 17-19 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:696,,,test,"President Ramos attended the ceremony and awarded medals , monetary awards , and certificates to the six outstanding recipients .","the Philippine president Ramos attended the award-presenting ceremony and gave out the medal , bonus and certificate to the six distinguished figures who were honoredly awarded this year 's Magsaysay Award .","president ramos attend the ceremony and awarded medal , monetary award , and certificate to the six outstanding recipient .","the philippine president ramos attend the award-presenting ceremony and give out the medal , bonus and certificate to the six distinguished figure who be honoredly award this year 's magsaysay award .",0.5806451612903225,12,,,,,0-2 1-3 2-4 3-5 4-7 5-8 6-9 6-10 7-12 8-12 9-12 10-12 11-13 12-15 13-16 14-17 15-18 16-19 17-20 18-21 19-31 ,6-21 6-23 ,,,,,,{},,,,0-2 1-3 2-4 3-5 4-7 5-8 6-9 6-10 7-12 9-12 10-12 12-13 13-14 14-15 15-16 16-17 17-18 18-19 18-28 19-29 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:691,,,test,-lrb- Agence France Presse wire Beijing -rrb- the English language newspaper China Daily reported yesterday that China plans to reclaim land along the coastal region for 20 to 30 million people in the next century .,"-lrb- Beijing , AFP wire -rrb- the English newspaper '' China Daily '' reported yesterday that China plans to reclaim the land from the sea in the coastal region so that 20 to 30 million people can be settled down in the next century .",-lrb- agence france presse wire beijing -rrb- the english language newspaper china daily report yesterday that china plan to reclaim land along the coastal region for 20 to 30 million people in the next century .,"-lrb- beijing , afp wire -rrb- the english newspaper '' china daily '' report yesterday that china plan to reclaim the land from the sea in the coastal region so that 20 to 30 million people can be settle down in the next century .",0.38095238095238093,9,,,,,0-0 1-3 2-3 3-3 4-4 5-1 6-5 7-6 8-7 10-8 11-10 12-11 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-21 22-26 23-27 24-28 26-31 27-32 28-33 29-34 30-35 31-40 32-41 33-42 34-43 35-44 ,21-25 25-29 25-30 ,,,,,,{},,,,0-0 1-3 2-3 3-3 4-4 5-1 6-5 7-6 8-7 9-7 10-8 11-10 12-11 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-21 22-26 23-27 24-28 26-31 27-32 28-33 29-34 30-35 31-40 32-41 33-42 34-43 35-44 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:614,,,test,Australia sent an official to East Timor to scout Indonesia 's force movements .,Australia will send a military officer to East Timor to monitor Indonesian troops redeployment,australia send an official to east timor to scout indonesia 's force movement .,australia will send a military officer to east timor to monitor indonesian troop redeployment,0.7619047619047619,0,,,,,0-0 2-3 3-5 4-6 5-7 6-8 7-9 8-10 9-11 10-11 11-12 12-13 ,1-1 1-2 ,,,,,,1-1 1-2 3-4 3-5 9-11 10-11 12-13 ,,,,0-0 2-3 4-6 5-7 6-8 7-9 8-10 11-12 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:598,,,test,"due to the drop of the present market interest rate , Lien Hoe planned to redeem the rest bonds by bank loans , without paying the bondholders at a higher annual rate of 15 % .","due to the drop of the present market interest rate , Lien Hoe planned to redeem the rest bonds by bank loans , without paying the bondholders at a higher annual rate of 15 % .","due to the drop of the present market interest rate , lien hoe plan to redeem the rest bond by bank loan , without pay the bondholder at a high annual rate of 15 % .","due to the drop of the present market interest rate , lien hoe plan to redeem the rest bond by bank loan , without pay the bondholder at a high annual rate of 15 % .",0.0,0,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:698,,,test,"while talking during an interview by Australian newspaper yesterday , he said that , he knows Hua An '' quite well '' , and he believes that it is very likely that Hua An will be found guilty for all the charges .","when he was interviewed by an Australian newspaper yesterday , Tayma said that he was '' well acquainted with Amhad '' , and believed that it was most probably that all the crimes accused to Amhad would be established .","while talk during an interview by australian newspaper yesterday , he say that , he know hua an '' quite well '' , and he believe that it be very likely that hua an will be find guilty for all the charge .","when he be interview by an australian newspaper yesterday , tayma say that he be '' well acquaint with amhad '' , and believe that it be most probably that all the crime accuse to amhad would be establish .",0.5681818181818181,3,,,,,0-0 5-4 6-6 7-7 8-8 9-9 10-1 11-11 12-12 14-13 20-16 21-20 22-21 23-22 26-24 27-25 29-27 30-28 31-29 39-30 40-31 41-32 42-39 ,1-2 1-3 2-2 2-3 3-2 3-3 4-2 4-3 10-10 15-14 15-17 15-18 16-19 17-19 25-23 28-26 32-35 33-35 34-36 34-37 34-38 35-36 35-37 35-38 36-36 36-37 36-38 37-36 37-37 37-38 ,,,,,,0-0 4-3 10-1 10-10 15-14 15-17 16-19 17-19 24-13 25-23 28-26 32-35 33-35 36-38 37-38 ,,,,5-4 6-6 7-7 8-8 9-9 11-11 12-12 14-13 20-16 21-20 22-21 23-22 26-24 27-25 29-27 30-28 31-29 34-36 35-37 39-30 40-31 41-32 41-33 42-39 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:557,,,test,the summer in US this year is one of the hottest in history .,this summer is one of the hottest in the history of the United States .,the summer in u this year be one of the hot in history .,this summer be one of the hot in the history of the united state .,0.2857142857142857,1,,,,,0-0 1-1 6-2 7-3 8-4 9-5 10-6 11-7 12-9 13-14 ,{},,,,,,2-10 ,,,,1-1 3-12 3-13 4-0 6-2 7-3 8-4 9-5 10-6 11-7 12-9 13-14 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:682,,,test,"by the year 2010 , the total amount of foreign trade in the mainland is predicted to reach 800 million US dollars . there is no doubt that the demands of using Hong Kong as a shipping center will increase .","China 's total foreign export is likely to reach US$ 800 billion by the year of 2010 . this will no doubt increase the demands for transit and transshipment services in Hong Kong , which can strength Hong Kong 's position as a trading and shipping center .","by the year 2010 , the total amount of foreign trade in the mainland be predict to reach 800 million u dollar . there be no doubt that the demand of use hong kong a a shipping center will increase .","china 's total foreign export be likely to reach u $ 800 billion by the year of 2010 . this will no doubt increase the demand for transit and transshipment service in hong kong , which can strength hong kong 's position a a trading and shipping center .",0.5098039215686274,8,,,,,0-12 1-13 2-14 3-16 5-1 6-2 8-1 9-3 13-0 14-5 15-6 16-7 17-8 18-10 20-9 21-9 25-20 26-21 28-23 29-24 32-37 33-38 34-41 35-42 36-45 37-46 38-35 39-36 40-47 ,10-4 19-11 ,,,,,,13-0 32-37 33-38 ,,,,0-12 1-13 2-14 3-16 6-2 9-3 10-4 11-1 12-1 14-5 15-6 16-7 17-8 18-10 19-11 20-9 21-9 22-17 25-20 26-21 28-23 29-24 32-31 33-32 34-41 35-42 36-45 37-46 38-19 39-22 40-47 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:574,,,test,TVEs in southwest Fujian Province continue to lead development,"township enterprises in southeast Fujian , China , continue their lead in economic development",tves in southwest fujian province continue to lead development,"township enterprise in southeast fujian , china , continue their lead in economic development",0.6875,5,,,,,1-2 3-4 4-4 5-8 8-13 ,0-0 0-1 7-10 ,,,,,,2-3 7-10 ,,,,0-0 0-1 1-2 3-4 5-8 8-13 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:678,,,test,Chuan Leekpai also warned in his speech that Thailand has not yet emerged from the crisis .,"moreover , Chuan Leekpai warned in his speech that Thailand has not got rid of crises .",chuan leekpai also warn in his speech that thailand have not yet emerge from the crisis .,"moreover , chuan leekpai warn in his speech that thailand have not get rid of crisis .",0.4545454545454546,0,,,,,0-2 1-3 2-0 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 12-12 12-13 12-14 13-12 13-13 13-14 15-15 16-16 ,{},,,,,,{},,,,0-2 1-3 3-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 12-12 12-13 12-14 13-12 13-13 13-14 15-15 16-16 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:527,,,test,Leotard mentions this in Paris whiling talking to a correspondent from a radio station .,Leotard made the speech in Paris when he talking to a broadcast station journalist .,leotard mention this in paris whiling talk to a correspondent from a radio station .,leotard make the speech in paris when he talk to a broadcast station journalist .,0.6190476190476191,0,,,,,0-0 3-4 4-5 6-8 7-9 8-10 9-13 12-11 13-12 14-14 ,0-7 1-1 1-3 5-6 ,,,,,,1-1 1-2 1-3 2-1 2-2 2-3 ,,,,0-0 3-4 4-5 5-6 6-8 7-9 8-10 9-13 12-11 13-12 14-14 ,,,
N/A,,,,,,,,,,,,,,,Edinburgh annotator,,,,,,,,,,,,mtc-common:541,,,test,"Xinhua news agency , Shantou , Dec. 20 . owing to the betterment of investment environment and the good development drive , Shantou high-tech development zone has drawn attention from investors at home and abroad .","Xinhua news agency , Shantou , Dec. 20 . owing to the betterment of investment environment and the good development drive , Shantou high-tech development zone has drawn attention from investors at home and abroad .","xinhua news agency , shantou , dec. 20 . owe to the betterment of investment environment and the good development drive , shantou high-tech development zone have draw attention from investor at home and abroad .","xinhua news agency , shantou , dec. 20 . owe to the betterment of investment environment and the good development drive , shantou high-tech development zone have draw attention from investor at home and abroad .",0.0,0,,,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 ,{},,,,,,{},,,,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-16 17-17 18-18 19-19 20-20 21-21 22-22 23-23 24-24 25-25 26-26 27-27 28-28 29-29 30-30 31-31 32-32 33-33 34-34 35-35 ,,,
