pairID,documentID,segmentID,hitType,source,target,sourceLemmatized,targetLemmatized,jaccardDistance,lengthDifference,sureAlignments,possAlignments,sourceHighlights,targetHighlights,answerSureAlignments,answerPossAlignments,answerSourceHighlights,answerTargetHighlights
chtb_150-4-31,chtb_150,4,HITInput,"To resolve the problem of inadequate funding and to open doors to the outside world , Guangxi has made great efforts to attract foreign investment .",Guangxi imported large amount of foreign funds for resolving capital insufficiency and deepening open up .,"to resolve the problem of inadequate funding and to open door to the outside world , guangxi have make great effort to attract foreign investment .",guangxi import large amount of foreign fund for resolve capital insufficiency and deepen open up .,0.7741935483870968,10,1-8 4-4 5-10 25-15 19-2 16-0 23-5 6-6 24-9 9-13,,,,,,,
XIN20030129.0082-7-5,XIN20030129.0082,7,HITInput,"Meanwhile , reports said that when talking to reporters in Thailand , Suvanant denied that she has said , `` the Angkor Wat Temple belongs to Thailand . ''","According to reports , Suwanan told Thai press that she never said `` Wuge belongs to Thailand '' .","meanwhile , report say that when talk to reporter in thailand , suvanant deny that she have say , `` the angkor wat temple belongs to thailand . ''","accord to report , suwanan tell thai press that she never say `` wuge belongs to thailand '' .",0.6333333333333333,10,15-9 24-14 17-11 8-7 10-6 25-15 27-18 19-12 26-16 14-8 2-2 6-5 28-17,,,,,,,
arb-WL-1-152307-7790442-6-0,arb-WL-1-152307-7790442,6,HITInput,This is the second after the octopus plan which was drafted after this species became threatened with extinction .,"It should be noted that this plan is the second one after the octopus plan , which was devised after that type of fish became threatened with extinction .",this be the second after the octopus plan which be draft after this specie become threatened with extinction .,"it should be note that this plan be the second one after the octopus plan , which be devise after that type of fish become threatened with extinction .",0.48,10,17-27 5-12 3-9 8-16 10-18 2-8 7-14 11-19 6-13 1-7 16-26 4-11 13-21 9-17 18-28 15-25 14-24,,,,,,,
chtb_305-8-17,chtb_305,8,HITInput,He thought the documents just signed are important for good-neighborliness and friendly cooperation .,He understood that the documents just signed would be very important to strengthening of good neighboring relations and friendly co-operation between two countries .,he think the document just sign be important for good-neighborliness and friendly cooperation .,he understand that the document just sign would be very important to strengthen of good neighboring relation and friendly co-operation between two country .,0.6428571428571428,10,2-3 5-6 10-17 13-23 3-4 11-18 12-19 6-8 9-14 7-10 4-5,,,,,,,
AFP_ARB_20060214.0012-7-0,AFP_ARB_20060214.0012,7,HITInput,The final contract is expected to be signed next March 2nd .,It is expected that the signing of the contract concluding the deal will be done on the second of next March .,the final contract be expect to be sign next march 2nd .,it be expect that the signing of the contract conclude the deal will be do on the second of next march .,0.6666666666666667,10,1-9 4-2 0-7 10-17 8-19 2-8 11-21 3-1 9-20 7-5,,,,,,,
artb_552-5-33,artb_552,5,HITInput,The spokesman pointed out the necessity of selecting specific targets to avoid hitting innocent civilians .,But the spokesman indicated that the American military strikes related to terrorism must be directed to limited targets in order to avoid inflicting innocent civilians .,the spokesman point out the necessity of select specific target to avoid hit innocent civilian .,but the spokesman indicate that the american military strike relate to terrorism must be direct to limited target in order to avoid inflict innocent civilian .,0.7333333333333334,10,2-3 0-1 13-23 1-2 11-21 10-20 12-8 8-17 9-14 15-25 14-24,,,,,,,
artb_552-5-31,artb_552,5,HITInput,The spokesman pointed out the necessity of selecting specific targets to avoid hitting innocent civilians .,"However , the spokesman said that the related military strikes against terrorism should be aimed at specific targets to avoid the injury of innocent civilians .",the spokesman point out the necessity of select specific target to avoid hit innocent civilian .,"however , the spokesman say that the related military strike against terrorism should be aim at specific target to avoid the injury of innocent civilian .",0.6551724137931034,10,1-3 2-4 0-2 8-16 13-23 10-18 11-19 12-9 9-17 15-25 14-24,,,,,,,
AFC20030205.0020-6-0,AFC20030205.0020,6,HITInput,"In the meantime , Lugar , the Republican senior senator on foreign affairs , also urgently called for the United States to engage in dialogs with North Korea .","Meanwhile , Republican senior foreign policy senator Richard Lugar also called for dialogue between U.S. and North Korea .","in the meantime , lugar , the republican senior senator on foreign affair , also urgently call for the united state to engage in dialog with north korea .","meanwhile , republican senior foreign policy senator richard lugar also call for dialogue between u.s. and north korea .",0.6129032258064516,10,17-11 27-17 11-4 26-16 4-8 7-2 24-12 9-6 2-0 3-1 16-10 28-18 14-9 8-3,,,,,,,
artb_048-3-36,artb_048,3,HITInput,The Syrian Presidency spokesperson Jibran Koray confirmed that the Syrian foreign ministry has attended the meeting .,"The spokesman for the Syrian presidency , Djabran Kouria , said that the meeting was attended by the Syrian Minister of Foreign Affairs , Farouk al-Sharaa .",the syrian presidency spokesperson jibran koray confirm that the syrian foreign ministry have attend the meeting .,"the spokesman for the syrian presidency , djabran kouria , say that the meeting be attend by the syrian minister of foreign affair , farouk al-sharaa .",0.7037037037037037,10,6-10 2-5 11-19 0-3 8-12 1-4 7-11 16-26 15-13 9-18 10-21 3-1 13-15,,,,,,,
AFA20040101.5000-7-2,AFA20040101.5000,7,HITInput,The 1280-km pipeline carries 17 % of the United States ' oil supplies from the Prudhoe Bay oilfields .,"The pipe , which is 1280 kms . in length , carries 17 % of the petroleum consumption of the United States from petroleum fields in Broadway Bay .",the 1280-km pipeline carry 17 % of the united state ' oil supply from the prudhoe bay oilfield .,"the pipe , which be 1280 km . in length , carry 17 % of the petroleum consumption of the united state from petroleum field in broadway bay .",0.6551724137931034,10,5-13 8-20 6-14 13-22 7-15 1-5 17-24 16-27 1-6 4-12 3-11 2-1 9-21 0-0 11-23 18-28,,,,,,,
VOM19981122_0900_1102-12-24,VOM19981122_0900_1102,12,HITInput,"Associated Press , Reuters , Ltd and Agency Francaise de Press reported this latest development issued by Chinese Human Right and Democratic Movement Information Center respectively .","Associated Press , Reuters and French News Agence reported the information recently released by the center .","associated press , reuters , ltd and agency francaise de press report this late development issue by chinese human right and democratic movement information center respectively .","associated press , reuters and french news agence report the information recently release by the center .",0.6666666666666667,10,2-2 24-15 0-0 1-1 7-7 3-3 23-10 26-16 15-12 16-13 8-5 6-4 11-8 10-6,,,,,,,
XIN20030211.0146-10-4,XIN20030211.0146,10,HITInput,"Actually , France and Russia had expressed their point of views using this `` non-paper '' method during the exchange of views process for resolution 1441 .","In negotiating the No.1441 Resolution , both France and Russia expressed their views in this way .","actually , france and russia have express their point of view use this `` non-paper '' method during the exchange of view process for resolution 1441 .","in negotiate the no.1441 resolution , both france and russia express their view in this way .",0.6333333333333333,10,6-11 3-9 12-15 2-8 7-12 24-5 8-13 26-17 4-10 16-16 25-4,,,,,,,
artb_558-2-43,artb_558,2,HITInput,"Washington , October 9th /Chinkhwa/ The Pentagon said today that its forces have achieved air domination in Afghanistan thanks to the military operations of the last two days .",Washington 9 October / Xingua / The Pentagon said that its forces have achieved air domination in Afghanistan .,"washington , october 9th /chinkhwa/ the pentagon say today that it force have achieve air domination in afghanistan thanks to the military operation of the last two day .",washington 9 october / xingua / the pentagon say that it force have achieve air domination in afghanistan .,0.5,10,2-2 8-7 30-18 17-15 11-9 19-17 18-16 7-6 3-1 15-13 16-14 13-11 9-8 0-0 12-10 6-5 14-12,,,,,,,
artb_558-2-16,artb_558,2,HITInput,"Washington , October 9 /Xinhua/ The Pentagon said today that its forces achieved air superiority in Afghanistan , thanks to the military operations of the last two days .",Washington 9 October / Xingua / The Pentagon said that its forces have achieved air domination in Afghanistan .,"washington , october 9 /xinhua/ the pentagon say today that it force achieve air superiority in afghanistan , thanks to the military operation of the last two day .",washington 9 october / xingua / the pentagon say that it force have achieve air domination in afghanistan .,0.5333333333333333,10,2-2 8-7 30-18 17-16 9-8 7-6 3-1 18-17 15-14 13-11 0-0 12-10 6-5 11-9 14-13,,,,,,,
groups.yahoo.com_Yamuslim_9260_ARB_20060210_130300-38-5,groups.yahoo.com_Yamuslim_9260_ARB_20060210_130300,38,HITInput,"The prophet ( God bless Him and grant Him salvation ) said , 'Now , Umar , now . ''","The prophet said : Now , Omar , now .","the prophet ( god bless him and grant him salvation ) say , 'now , umar , now . ''","the prophet say : now , omar , now .",0.6842105263157895,10,19-9 1-1 15-5 17-7 14-4 16-6 11-2 18-8 0-0,,,,,,,
artb_030-4-39,artb_030,4,HITInput,"Concerned and able countries cover the rest , and sometimes the local or international private sector pitches in .","As for the rest , the concerned countries should provide for it . Otherwise , there will be recourse to the private sector , whether local or international .","concerned and able country cover the rest , and sometimes the local or international private sector pitch in .","a for the rest , the concerned country should provide for it . otherwise , there will be recourse to the private sector , whether local or international .",0.6206896551724138,10,0-6 5-2 3-7 11-25 13-27 7-4 15-22 14-21 12-26 6-3 18-28,,,,,,,
artb_030-4-31,artb_030,4,HITInput,The rest of the funding must be provided by the capable countries concerned or there will be a need to resort to the local or international private sector .,"Concerned and able countries cover the rest , and sometimes the local or international private sector pitches in .",the rest of the funding must be provide by the capable country concern or there will be a need to resort to the local or international private sector .,"concerned and able country cover the rest , and sometimes the local or international private sector pitch in .",0.7096774193548387,10,25-13 22-10 0-5 27-15 24-12 1-6 28-18 26-14 12-0 11-3 10-2 23-11,,,,,,,
AFA20040103.2900-6-0,AFA20040103.2900,6,HITInput,Al-Jafri advised pregnant women and children to avoid the Hajj because of their susceptibility to infection .,Al-Jafri advised pregnant women and children to avoid the Hajj `` in view of the ease with which they could be infected '' by the disease .,al-jafri advise pregnant woman and child to avoid the hajj because of their susceptibility to infection .,al-jafri advise pregnant woman and child to avoid the hajj `` in view of the ease with which they could be infect '' by the disease .,0.5862068965517242,10,2-2 5-5 4-4 1-1 7-7 3-3 16-26 9-9 8-8 15-21 6-6 0-0,,,,,,,
artb_030-4-26,artb_030,4,HITInput,"The remainder must be provided by the countries concerned who are able to do so , or recourse must be had to the local or international private sector .","Concerned and able countries cover the rest , and sometimes the local or international private sector pitches in .","the remainder must be provide by the country concern who be able to do so , or recourse must be have to the local or international private sector .","concerned and able country cover the rest , and sometimes the local or international private sector pitch in .",0.6551724137931034,10,25-13 22-10 0-5 27-15 24-12 7-3 1-6 28-18 26-14 11-2 8-0 23-11,,,,,,,
VOM19981125_0900_0288-3-18,VOM19981125_0900_0288,3,HITInput,"On Wednesday , Israel officials in charge of security affairs stood next to the runway and watched Arafat 's private plane took off for Paris .",On Wednesday Israeli security officials saw him off when Arafat 's plane departed for Paris .,"on wednesday , israel official in charge of security affair stand next to the runway and watch arafat 's private plane take off for paris .",on wednesday israeli security official saw him off when arafat 's plane depart for paris .,0.6451612903225806,10,24-14 0-0 25-15 1-1 18-10 3-2 20-11 23-13 16-5 4-4 17-9 8-3,,,,,,,
artb_500-6-18,artb_500,6,HITInput,He added : `` We have dispatched the necessary personnel in rural areas across Afra [ sic ] in monitoring sites at the regional level . '',"`` We installed the required personnel in rural regions and monitoring points '' , he said .",he add : `` we have dispatch the necessary personnel in rural area across afra [ sic ] in monitoring site at the regional level . '',"`` we instal the required personnel in rural region and monitoring point '' , he say .",0.6875,10,4-1 0-14 9-5 7-3 19-10 3-0 1-15 11-7 26-12 12-8 8-4 25-16 10-6,,,,,,,
groups.google.com_islamtoday_94e61fedf67e2584_ARB_20060211_073500-19-5,groups.google.com_islamtoday_94e61fedf67e2584_ARB_20060211_073500,19,HITInput,"All of this inner conversation leads to negative human programming , which ultimately could lead to disastrous effects .","All these conversations and talks with the self and soul bring a person to negative programming , which might , in the end , result in evil acts .","all of this inner conversation lead to negative human programming , which ultimately could lead to disastrous effect .","all these conversation and talk with the self and soul bring a person to negative programming , which might , in the end , result in evil act .",0.7575757575757576,10,5-10 11-17 6-13 10-16 7-14 4-2 9-15 17-22 14-24 18-28,,,,,,,
groups.google.com_islamtoday_94e61fedf67e2584_ARB_20060211_073500-19-2,groups.google.com_islamtoday_94e61fedf67e2584_ARB_20060211_073500,19,HITInput,All this talk and discussion with the self negatively programs a person and could lead to unhealthy actions .,"All these conversations and talks with the self and soul bring a person to negative programming , which might , in the end , result in evil acts .",all this talk and discussion with the self negatively program a person and could lead to unhealthy action .,"all these conversation and talk with the self and soul bring a person to negative programming , which might , in the end , result in evil act .",0.6875,10,5-5 2-2 10-11 0-0 11-12 17-27 8-14 7-7 3-3 9-15 15-13 6-6 4-4 14-10 18-28,,,,,,,
XIN20040107.0223-4-0,XIN20040107.0223,4,HITInput,"Her family includes five generations with six children , 26 grandchildren , 39 great-grandchildren and 7 great-great-grandchildren .","There are five generations in her family . She has six daughters , 26 grandsons and daughters , 39 great-grandsons and daughters and 7 great-great-grandsons and daughters .","her family include five generation with six child , 26 grandchild , 39 great-grandchildren and 7 great-great-grandchildren .","there be five generation in her family . she have six daughter , 26 grandson and daughter , 39 great-grandsons and daughter and 7 great-great-grandsons and daughter .",0.5769230769230769,10,6-10 17-27 11-17 4-3 10-14 0-5 12-18 8-12 3-2 7-11 1-6 14-22 15-23 9-13,,,,,,,
ZBN19981002_0117-4-8,ZBN19981002_0117,4,HITInput,The Committee said Gunawan quoted a woman victim 's narration in a report in July .,"This Committee said that , Gunawan quoted the conversation from the woman who was raped in his report published in the monthly magazine in July .",the committee say gunawan quote a woman victim 's narration in a report in july .,"this committee say that , gunawan quote the conversation from the woman who be rap in his report publish in the monthly magazine in july .",0.6153846153846154,10,2-2 6-11 12-17 4-6 10-15 1-1 13-23 3-5 15-25 14-24,,,,,,,
AFP_CMN_20060211.0011-5-3,AFP_CMN_20060211.0011,5,HITInput,This is the first time for the Olympic delegations of both North and South Korea to march together into the Winter Olympic Games stadium while holding hands .,This was the first joint march by North and South Korean Olympic delegations in a Winter Olympics .,this be the first time for the olympic delegation of both north and south korea to march together into the winter olympic game stadium while hold hand .,this be the first joint march by north and south korean olympic delegation in a winter olympics .,0.6129032258064516,10,2-2 27-17 0-0 1-1 8-12 3-3 7-11 11-7 17-4 20-15 12-8 16-5 21-16 13-9 14-10,,,,,,,
XIN_CMN_20060216.0088-6-5,XIN_CMN_20060216.0088,6,HITInput,"In talks with newly appointed cadres , it is necessary to provide clear requirements for uprightness and self-discipline .","As to carrying out discussions on appointed positions with newly elevated cadres , the ministry must put forward clear demands as to aspects of integrity and self discipline .","in talk with newly appoint cadre , it be necessary to provide clear requirement for uprightness and self-discipline .","a to carry out discussion on appoint position with newly elevate cadre , the ministry must put forward clear demand a to aspect of integrity and self discipline .",0.7567567567567568,10,5-11 17-26 6-12 4-6 3-9 17-27 16-25 2-8 12-18 11-17 1-4 13-19 18-28,,,,,,,
groups.yahoo.com_Yamuslim_9260_ARB_20060210_130300-9-2,groups.yahoo.com_Yamuslim_9260_ARB_20060210_130300,9,HITInput,"Abu Bakr said , `` The Prophet ( peace be upon him ) drank and my thirst was quenched ! ! ''",Abu Bakr says : The Prophet drank until I was satiated .,"abu bakr say , `` the prophet ( peace be upon him ) drank and my thirst be quench ! ! ''",abu bakr say : the prophet drank until i be satiate .,0.72,10,2-2 5-4 0-0 1-1 20-11 13-6 6-5 17-9,,,,,,,
artb_044-5-24,artb_044,5,HITInput,The committee urged `` states which bear a special responsibility to preserve international peace and security to provide the necessary assistance required by this matter '' .,The committee appealed to countries responsible for international security and peacekeeping to offer the necessary support .,the committee urge `` state which bear a special responsibility to preserve international peace and security to provide the necessary assistance require by this matter '' .,the committee appeal to country responsible for international security and peacekeeping to offer the necessary support .,0.75,10,2-2 17-12 0-0 9-5 16-11 1-1 19-14 13-10 15-8 26-16 20-15 18-13 12-7 4-4,,,,,,,
AFC20050120.0008-3-4,AFC20050120.0008,3,HITInput,"However , after South Asia 's massive tsunami tragedy , there are still differences on which country 's technology is to be used for this disaster warning system .","But after South Asia 's massive tsunami tragedy , differences remained on which country 's technology to use .","however , after south asia 's massive tsunami tragedy , there be still difference on which country 's technology be to be use for this disaster warn system .","but after south asia 's massive tsunami tragedy , difference remain on which country 's technology to use .",0.40740740740740744,10,5-4 2-1 22-17 8-7 16-13 9-8 18-15 17-14 15-12 3-2 7-6 28-18 4-3 20-16 13-9 6-5 14-11,,,,,,,
chtb_305-8-1,chtb_305,8,HITInput,He said that the newly-signed documents are very important to the strengthening of good neighborhood relationship and friendly cooperation between the two countries .,He thought the documents just signed are important for good-neighborliness and friendly cooperation .,he say that the newly-signed document be very important to the strengthening of good neighborhood relationship and friendly cooperation between the two country .,he think the document just sign be important for good-neighborliness and friendly cooperation .,0.6666666666666667,10,17-11 5-3 18-12 3-2 16-10 23-13 6-6 13-9 8-7,,,,,,,
artb_507-7-38,artb_507,7,HITInput,Gutierrez said that China 's economic growth is universally admired .,"On his part , Gutierrez said that economic growth in China has earned it the admiration of the whole world .",gutierrez say that china 's economic growth be universally admire .,"on his part , gutierrez say that economic growth in china have earn it the admiration of the whole world .",0.7083333333333333,10,0-4 5-7 2-6 1-5 10-20 3-10 6-8 9-15,,,,,,,
AFC20050120.0008-9-1,AFC20050120.0008,9,HITInput,"Officials of the UN Educational , Scientific and Cultural Organization ( UNESCO ) say more important discussions will be held on the disaster warning system .",UNESCO officials stated that more important talks are still required for this disaster alert system .,"official of the un educational , scientific and cultural organization ( unesco ) say more important discussion will be hold on the disaster warn system .",unesco official state that more important talk be still require for this disaster alert system .,0.7575757575757576,10,24-14 19-9 0-1 22-12 25-15 15-5 13-2 23-13 16-6 11-0 14-4,,,,,,,
XIN_CMN_20060215.0085-6-2,XIN_CMN_20060215.0085,6,HITInput,The portrait was flanked by several cypress trees and dozens of wreaths .,On both sides of the portrait were several dragon cypress trees and several tens of flower wreaths lined up on each side .,the portrait be flank by several cypress tree and dozen of wreath .,on both side of the portrait be several dragon cypress tree and several ten of flower wreath line up on each side .,0.5454545454545454,10,0-4 5-7 11-16 2-6 10-14 1-5 3-2 7-10 6-9 8-11 9-13 12-22,,,,,,,
chtb_221-6-36,chtb_221,6,HITInput,"At the moment , the Wenzhou people have taken immediate action to build dams in order to deal with the emergency and safeguard their homeland .",The Wenzhou people took an immediate action to repair the dam and protect their homes .,"at the moment , the wenzhou people have take immediate action to build dam in order to deal with the emergency and safeguard their homeland .",the wenzhou people take an immediate action to repair the dam and protect their home .,0.5925925925925926,10,4-0 22-12 24-14 5-1 25-15 11-7 23-13 13-10 9-5 21-11 6-2 10-6 8-3,,,,,,,
groups.google.com_greenpartycn_6053475d4e68ca65_CMN_20060217_101400-16-4,groups.google.com_greenpartycn_6053475d4e68ca65_CMN_20060217_101400,16,HITInput,"Everywhere has a dark night , but the longest one is in Shenzhou ( the sacred state ) .","Dark nights are everywhere , China is endless .","everywhere have a dark night , but the long one be in shenzhou ( the sacred state ) .","dark night be everywhere , china be endless .",0.7,10,18-8 4-1 0-3 3-0,,,,,,,
NTDTV_NTDNEWS12_CMN_20060208_115801_352_611.qrtr-9-0,NTDTV_NTDNEWS12_CMN_20060208_115801_352_611.qrtr,9,HITInput,Some organizations of other European countries and the United States in Muslim countries are cooperating closely .,"We are working in close cooperation with friends and allies in Europe and the United States , as well countries and organizations in the Muslim world .",some organization of other european country and the united state in muslim country be cooperate closely .,"we be work in close cooperation with friend and ally in europe and the united state , as well country and organization in the muslim world .",0.6428571428571428,10,6-12 5-19 8-14 7-13 1-21 16-26 15-4 11-24 4-11 9-15 14-5,,,,,,,
XIN_CMN_20060217.0172-6-2,XIN_CMN_20060217.0172,6,HITInput,"This year `` ventilation first , mining second '' will be featured in controlling methane .",The control of methane gas will place the principle of `` first taking it out and then mining '' in a prominent position this year .,"this year `` ventilation first , mine second '' will be feature in control methane .",the control of methane gas will place the principle of `` first take it out and then mining '' in a prominent position this year .,0.6666666666666667,10,8-18 6-17 1-24 13-1 4-11 2-10 0-23 15-25 14-3,,,,,,,
groups.google.com_greenpartycn_05a0a5b917a9b705_CMN_20060208_063400-36-1,groups.google.com_greenpartycn_05a0a5b917a9b705_CMN_20060208_063400,36,HITInput,We offered to help you persuade Chen Guangcheng not to make certain remarks .,We took the initiative of suggesting that we could help you persuade Chen Guangcheng that there are some things he should not say .,we offer to help you persuade chen guangcheng not to make certain remark .,we take the initiative of suggest that we could help you persuade chen guangcheng that there be some thing he should not say .,0.7037037037037037,10,5-11 6-12 3-9 13-23 7-13 10-22 4-10 1-5 8-21,,,,,,,
ZBN19981026_0045-9-34,ZBN19981026_0045,9,HITInput,"At its peak in 50s , about 100 thousand people shopped at Haderson Mansion daily .","In the 50 's at the height of its power and splendor , there were about 100,000 people shopping in the Harrison building every day .","at it peak in 50 , about 100 thousand people shop at haderson mansion daily .","in the 50 's at the height of it power and splendor , there be about 100,000 people shop in the harrison building every day .",0.6896551724137931,10,0-4 4-2 2-6 10-18 3-0 9-17 15-25 14-24,,,,,,,
ZBN19981026_0045-9-33,ZBN19981026_0045,9,HITInput,"At its peak in 50s , about 100 thousand people shopped at Haderson Mansion daily .","During its prime time in 1950s , the number of the people who went shopping in Hudson Building every day was about 100 thousand people .","at it peak in 50 , about 100 thousand people shop at haderson mansion daily .","during it prime time in 1950s , the number of the people who go shop in hudson building every day be about 100 thousand people .",0.6896551724137931,10,8-23 5-6 4-5 10-14 6-21 3-4 9-24 7-22 14-19 15-25,,,,,,,
VOM19981003_0800_2179-17-5,VOM19981003_0800_2179,17,HITInput,President Clinton has made valuable contributions to the development of Sino-American relations and we will never forget that .,President Clinton himself has made important and valuable contributions in promoting the relationship between China and the United States of America . We will not forget his contributions .,president clinton have make valuable contribution to the development of sino-american relation and we will never forget that .,president clinton himself have make important and valuable contribution in promote the relationship between china and the united state of america . we will not forget his contribution .,0.5806451612903225,10,2-3 0-0 4-7 1-1 3-4 16-25 5-8 13-22 14-23 11-12 18-28,,,,,,,
VOM19981204_0900_3361-5-41,VOM19981204_0900_3361,5,HITInput,North Korea asked the US to provide 3000 million US dollars as an exchange for the North Korea to allow the investigators to enter all the related places .,"North Korea requested that the US provide 300,000,000 US dollars as an exchange for allowing the inspectors access .",north korea ask the u to provide 3000 million u dollar a an exchange for the north korea to allow the investigator to enter all the related place .,"north korea request that the u provide 300,000,000 u dollar a an exchange for allow the inspector access .",0.5384615384615384,10,2-2 0-0 12-11 10-9 1-1 9-8 3-4 4-5 28-18 23-17 20-15 13-12 19-14 6-6 14-13 11-10,,,,,,,
chtb_266-3-27,chtb_266,3,HITInput,"This decision broke the stalemate , which has been lasted for nearly one year , between assistance countries and the leadership of Palestine Autonomy .",The decision broke the one-year deadlock between the supporting countries and the Palestinian leaders .,"this decision break the stalemate , which have be last for nearly one year , between assistance country and the leadership of palestine autonomy .",the decision break the one-year deadlock between the support country and the palestinian leader .,0.75,10,2-2 24-14 4-5 22-12 1-1 19-11 18-10 3-3 15-6 20-13 13-4 12-4 16-8 17-9,,,,,,,
XIN20050105.0009-12-0,XIN20050105.0009,12,HITInput,"By providing free vocational skill training to the rural laborers , the city has removed 1,017 laborers out of the farmland for new jobs during the year .","With free vocational skill training for the rural workforce , 1,017 people made career changes last year .","by provide free vocational skill train to the rural laborer , the city have remove 1,017 laborer out of the farmland for new job during the year .","with free vocational skill train for the rural workforce , 1,017 people make career change last year .",0.6451612903225806,10,5-4 2-1 15-10 4-3 3-2 7-6 26-16 27-17 1-12 8-7,,,,,,,
AFC20041209.0053-4-0,AFC20041209.0053,4,HITInput,The Netherlands says it can not speculate how the EU will end the embargo .,The Netherlands said there should not be any guesses as to how the European Union is going to put an end to the embargo .,the netherlands say it can not speculate how the eu will end the embargo .,the netherlands say there should not be any guess a to how the european union be go to put an end to the embargo .,0.6799999999999999,10,2-2 0-0 1-1 13-23 11-20 8-12 7-11 9-14 14-24 12-22,,,,,,,
chtb_245-10-35,chtb_245,10,HITInput,"At the end of the meeting , McLaurent gave an evening banquet in honor of Zou Jiahua and his party .","After the talk , Mclaren invited the delegation to dinner .","at the end of the meeting , mclaurent give an evening banquet in honor of zou jiahua and his party .","after the talk , mclaren invite the delegation to dinner .",0.8846153846153846,10,20-10 11-9,,,,,,,
NTDTV_NTDNEWS19_CMN_20060215_185801_739_993.qrtr-6-3,NTDTV_NTDNEWS19_CMN_20060215_185801_739_993.qrtr,6,HITInput,These people who lost their homes due to mandatory demolition and resettlement suddenly lost their income source .,The common people that experience the painful loss of their homes because they were coerced into demolishing them suddenly do n't have any income to rely on .,these people who lose their home due to mandatory demolition and resettlement suddenly lose their income source .,the common people that experience the painful loss of their home because they be coerce into demolish them suddenly do n't have any income to rely on .,0.8055555555555556,10,17-27 15-23 5-10 3-7 4-9 1-2 12-18 9-16,,,,,,,
chtb_023-5-24,chtb_023,5,HITInput,The GNP created by the village and township enterprises occupied about 1/3 of the total GNP in Fujian province .,TVEs create about one third of Fujian 's GDP .,the gnp create by the village and township enterprise occupy about 1/3 of the total gnp in fujian province .,tves create about one third of fujian 's gdp .,0.7727272727272727,10,17-6 12-5 2-1 19-9 15-8,,,,,,,
CCTV4_NEWS3_CMN_20060216_075800_208_476.qrtr-21-5,CCTV4_NEWS3_CMN_20060216_075800_208_476.qrtr,21,HITInput,The Ministry of Foreign Affairs is coordinating with related departments to expedite repatriation of the victims ' bodies .,The Ministry of Foreign affairs is coordinating with the concerned departments to arrange for the bodies of the deceased to be returned to China as quickly as possible .,the ministry of foreign affair be coordinate with related department to expedite repatriation of the victim ' body .,the ministry of foreign affair be coordinate with the concerned department to arrange for the body of the decease to be return to china as quickly a possible .,0.5555555555555556,10,2-2 5-5 10-11 4-4 17-15 1-1 7-7 3-3 13-16 8-9 14-17 6-6 0-0 12-21 9-10 18-28,,,,,,,
ZBN19981203_0062-13-1,ZBN19981203_0062,13,HITInput,Hantel said former Australian Prime Minister Keating 's anti-British position also contributed to this .,"Keating , former Prime Minister of Australia , also has anti-British standpoint and hence not a good example to the locals , he said .",hantel say former australian prime minister keating 's anti-british position also contribute to this .,"keating , former prime minister of australia , also have anti-british standpoint and hence not a good example to the local , he say .",0.6896551724137931,10,2-2 5-4 4-3 3-6 8-10 1-23 10-8 9-11 6-0 14-24,,,,,,,
chtb_065-4-19,chtb_065,4,HITInput,A strong and proportionally balanced growth in both import and export has been the key distinguishing feature of Pudong 's foreign trade this year .,Foreign trade imports and exports are characterized this year by balance and strong growth .,a strong and proportionally balanced growth in both import and export have be the key distinguishing feature of pudong 's foreign trade this year .,foreign trade import and export be characterize this year by balance and strong growth .,0.5925925925925926,10,24-14 9-3 20-0 5-13 22-7 4-10 1-12 23-8 10-4 21-1 8-2,,,,,,,
chtb_023-5-39,chtb_023,5,HITInput,The township enterprises create one third of Fujian 's GDP .,The gross national product of the industry of villages and towns made up 1/3 of the GNP of Fujian Province .,the township enterprises create one third of fujian 's gdp .,the gross national product of the industry of village and town make up 1/3 of the gnp of fujian province .,0.8260869565217391,10,0-5 2-6 7-18 6-17 10-20 3-11 1-10 9-16,,,,,,,
chtb_023-5-34,chtb_023,5,HITInput,TVEs create about one third of Fujian 's GDP .,The gross domestic product of township enterprises is approximately accounting for one third of the Fujian gross domestic product .,tves create about one third of fujian 's gdp .,the gross domestic product of township enterprise be approximately account for one third of the fujian gross domestic product .,0.75,10,4-12 3-11 9-19 5-13 6-15,,,,,,,
chtb_023-5-33,chtb_023,5,HITInput,TVEs create about one third of Fujian 's GDP .,The GNP of Fujian 's village and township enterprises accounted for approximately one third of the province 's GNP .,tves create about one third of fujian 's gdp .,the gnp of fujian 's village and township enterprise account for approximately one third of the province 's gnp .,0.7,10,8-1 5-14 4-13 7-4 3-12 9-19 6-3,,,,,,,
VOM19981204_0900_3361-5-29,VOM19981204_0900_3361,5,HITInput,"North Korea requested U.S.to provide 300 million US dollars and as an exchange condition , North Korea would allow the inspection personnel to access all the relative places .","North Korea requested that the US provide 300,000,000 US dollars as an exchange for allowing the inspectors access .","north korea request u.s.to provide 300 million u dollar and a an exchange condition , north korea would allow the inspection personnel to access all the relative place .","north korea request that the u provide 300,000,000 u dollar a an exchange for allow the inspector access .",0.5666666666666667,10,2-2 10-10 7-8 0-0 4-6 12-12 1-1 23-17 19-15 18-14 28-18 8-9 20-16 11-11,,,,,,,
